Domain,Sub_domain,Question,
금융보안법률,정보통신,"Which of the following can be considered an act of infringing on an information and communications network?
1 Accessing the information and communications network with legitimate access rights
2 Altering data or programs without justifiable reason
3 Transmitting data to ensure the stable operation of the information and communications network
4 Using the information and communications network within the permitted access rights",
금융보안법률,정보통신,"According to Article 48-2 of the Act on Promotion of Information and Communications Network Utilization and Information Protection, which of the following is the correct action that the Minister of Science and ICT or the Korea Internet & Security Agency should take when a security incident occurs?

1 Ignore the report of the security incident.
2 Take necessary measures after receiving the report of the security incident.
3 Do not notify other agencies after receiving the report of the security incident.
4 Take no action after receiving the report of the security incident.",
금융보안법률,정보통신,"According to Article 48-3 of the Act on Promotion of Information and Communications Network Utilization and Information Protection, what actions must the head of the relevant agency take upon receiving notification or a report of a security breach?

1 Keep information related to the security breach confidential.
2 Share information related to the security breach without delay with the Minister of Science and ICT or the Korea Internet & Security Agency.
3 Do not transmit information related to the security breach to other agencies.
4 Delete information related to the security breach.",
금융보안법률,정보통신,"Which agency must an information and communications service provider immediately report to in the event of a security breach?
1 The Minister of Science and ICT or the Korea Internet & Security Agency (KISA)
2 Korea Communications Commission
3 Financial Supervisory Service
4 Personal Information Protection Commission",
금융보안법률,정보통신,"According to Article 48-4 of the Act on Promotion of Information and Communications Network Utilization and Information Protection, who is responsible for determining the timing, method, and procedures for reporting security incidents?
1 The Minister of Science and ICT
2 Korea Internet & Security Agency (KISA)
3 Presidential Decree
4 Head of the relevant agency",
금융보안법률,정보통신,"According to Article 49-2 of the Act on Promotion of Information and Communications Network Utilization and Information Protection, which of the following is NOT a measure that the Minister of Science and ICT can order an information and communications service provider to take in relation to the prohibition of information collection through deceptive acts?
1 Blocking access routes
2 Suspension of information and communications services to phone numbers used in the violation
3 Notifying users of exposure to the violation
4 Legal punishment for the violation",
금융보안법률,정보통신,"After receiving a request to suspend telecommunications services for a phone number used in fraudulent activities, what is the period during which the user can file an objection?
1 Within 7 days
2 Within 15 days
3 Within 30 days
4 Within 60 days",
금융보안법률,정보통신,"According to Article 50 of the Act on Promotion of Information and Communications Network Utilization and Information Protection (the Information and Communications Network Act), which of the following is a required condition for sending commercial advertising information for profit?

1 Prior consent from the recipient  
2 Disclosure of the sender's identity  
3 Prior censorship of the advertisement content  
4 Restriction on the time of advertisement transmission",
금융보안법률,정보통신,"Who is liable for damages caused by a violation of the law by a person entrusted with sending commercial advertising information for profit?
1 The person who entrusted the sending of advertising information
2 The person entrusted with sending advertising information
3 The recipient of the advertising information
4 The developer of the advertising information transmission software",
금융보안법률,정보통신,"Which of the following actions can an information and communications service provider take if a user does not wish to receive advertising information?
1 Allow the transmission of advertising information.
2 Allow the receipt of advertising information.
3 Refuse to provide the relevant service.
4 Encourage the transmission of advertising information.",
금융보안법률,정보통신,"What must an information and communications service provider obtain when installing a commercial advertising program?
1 The user's consent
2 The user's personal information
3 The user's IP address
4 The user's access records",
금융보안법률,정보통신,"According to Article 50-7 of the Act on Promotion of Information and Communications Network Utilization and Information Protection, when is it prohibited to post commercial advertising information?

1 When the operator has withdrawn prior consent
2 When the bulletin board can be easily accessed by anyone without special authorization
3 When the operator has given prior consent
4 When the operator has permitted posting",
금융보안법률,정보통신,"Which of the following is the most appropriate measure that the government can require information and communications service providers or users to take under Article 51 of the Act on Promotion of Information and Communications Network Utilization and Information Protection (the Information and Communications Network Act)?

1 Establishment of a security system to prevent the overseas leakage of important information  
2 Establishment of a security system to prevent the domestic leakage of important information  
3 Deletion of important information  
4 Encryption of important information",
금융보안법률,정보통신,"Which of the following does NOT fall under the scope of important information as defined in Article 51 of the Information and Communications Network Act?
1 Information related to domestic industry
2 Information related to the domestic economy
3 Information related to domestic science and technology
4 Information related to domestic culture",
금융보안법률,정보통신,"Which of the following is NOT a task that the Korea Internet & Security Agency (KISA) can perform under Article 52, Paragraph 3 of the Act on Promotion of Information and Communications Network Utilization and Information Protection (the Information and Communications Network Act)?

1 Handling complaints and providing consultation related to the transmission of advertising information  
2 Providing technical advice and support related to the transmission of advertising information  
3 Researching measures to prevent the illegal transmission of advertising information  
4 Establishing marketing strategies for the transmission of advertising information",
금융보안법률,정보통신,"Which of the following is NOT a correct requirement for a value-added telecommunications billing service provider to register?

1 The total amount of investment or basic assets must be at least the amount specified by Presidential Decree, which is at least 500 million won.
2 The provider must file a report as a value-added telecommunications service provider in accordance with Article 22 of the Telecommunications Business Act.
3 The detailed requirements and procedures for registration are determined by Presidential Decree.
4 The transfer, acquisition, merger, or inheritance of the business is governed by Articles 23 to 26 of the Telecommunications Business Act.",
금융보안법률,정보통신,"Which law applies to changes in the registration details of telecommunications billing service providers, transfer or acquisition of business, or mergers and inheritance?
1 Article 22 of the Telecommunications Business Act
2 Articles 23 to 26 of the Telecommunications Business Act
3 Debtor Rehabilitation and Bankruptcy Act
4 Information and Communications Network Act",
금융보안법률,정보통신,"Which of the following is a valid reason for the Minister of Science and ICT to cancel the registration of a telecommunications billing service provider?

1 If the telecommunications billing service provider registered by fraudulent or other dishonest means  
2 If the telecommunications billing service provider obstructed access to or investigation of the business premises  
3 If the telecommunications billing service provider failed to comply with a corrective order  
4 If the telecommunications billing service provider failed to report a security breach",
금융보안법률,정보통신,"According to Article 58-2 of the Act on Promotion of Information and Communications Network Utilization and Information Protection (the Information and Communications Network Act), in which case can a user of telecommunications billing services request the provision of purchaser information from the transaction counterparty?
1 To verify the identity of the counterparty
2 To confirm the name and date of birth of the person who purchased the goods or services
3 To verify the payment information of the counterparty
4 To confirm the address of the counterparty",
금융보안법률,정보통신,"According to Article 58-2 of the Act on Promotion of Information and Communications Network Utilization and Information Protection, within how many days must the transaction counterparty provide the buyer's information after receiving a request for provision of such information?

1 1 day  
2 2 days  
3 3 days  
4 5 days",
금융보안법률,정보통신,"Which of the following statements about the request for submission of materials under Article 64 of the Information and Communications Network Act is NOT correct?

1 The request for submission of materials must be made only to the minimum extent necessary for the enforcement of the law.
2 The request for submission of materials may be abused for other purposes.
3 The Minister of Science and ICT may request technical advice for the request for submission of materials.
4 The request for submission of materials may be made when there is suspicion that an information and communications service provider has violated the law.",
금융보안법률,정보통신,"Which of the following is NOT a case where materials, etc., must be destroyed pursuant to Article 64-2 of the Act on Promotion of Information and Communications Network Utilization and Information Protection (the Information and Communications Network Act)?

1 When the purpose of requesting submission of materials, on-site inspections, or corrective orders under Article 64 has been achieved  
2 When an administrative appeal or administrative litigation has been filed in objection to a corrective action order under Article 64, Paragraph 4  
3 When a fine for negligence has been imposed under Article 76, Paragraph 4, and there is no objection, after the objection period under Paragraph 5 of the same Article has ended  
4 When there is an objection to a fine for negligence imposed under Article 76, Paragraph 4, after the conclusion of non-contentious proceedings by the competent court",
금융보안법률,정보통신,"When is the deadline for submitting the transparency report that information and communications service providers are required to submit annually?

1 January 1 every year  
2 January 15 every year  
3 January 31 every year  
4 February 15 every year",
금융보안법률,정보통신,"Which of the following is NOT an authority that the Minister of Science and ICT can delegate under Article 65 of the Information and Communications Network Act?

1 Projects related to the promotion of the use of information and communications networks, etc.
2 Duties related to requesting the submission of materials and conducting inspections
3 Issuing corrective action orders and public announcement orders
4 Duties that can be entrusted to the National Information Society Agency",
금융보안법률,정보통신,"Which of the following is a situation in which a person engaged in duties subject to Article 66 (Confidentiality, etc.) of the Act on Promotion of Information and Communications Network Utilization and Information Protection may disclose secrets learned in the course of duty to others or use them for purposes other than their duties?

1 When there are special provisions in other laws  
2 When permitted by internal company regulations  
3 When following a superior's instructions  
4 When deemed necessary by one's own judgment",
금융보안법률,정보통신,"According to Article 66 (Confidentiality, etc.) of the Act on Promotion of Information and Communications Network Utilization and Information Protection, which of the following tasks is subject to the duty of confidentiality?
1 Information security management system certification tasks  
2 General administrative tasks  
3 Customer service tasks  
4 Marketing tasks",
금융보안법률,정보통신,"According to Article 69 of the Act on Promotion of Information and Communications Network Utilization and Information Protection (the Information and Communications Network Act), who is deemed a public official for the purposes of penalties?
1 Information and communications service provider
2 Minister of Science and ICT
3 Chairperson of the Korea Communications Commission
4 Employee of the Korea Internet & Security Agency",
금융보안법률,정보통신,"Which of the following is NOT subject to the dual punishment provision under Article 75 of the Information and Communications Network Act?
1 The representative of the corporation
2 The corporation
3 The employee of the corporation
4 The customer of the corporation",
금융보안법률,정보통신,"Which of the following corresponds to Article 75-2 of the Act on Promotion of Information and Communications Network Utilization and Information Protection?

1 Measures to ensure the stability of information and communications networks  
2 Prevention of the distribution of illegal information on information and communications networks  
3 Confiscation and collection regarding security violations of information and communications networks  
4 Measures to protect personal information on information and communications networks",
금융보안법률,정보통신,"Which of the following corresponds to the definition of an ""information and communications network""?

1 A system that transmits and receives information using telecommunications equipment  
2 A service that provides information using telecommunications services  
3 A person who provides information using the telecommunications services of a telecommunications service provider  
4 A person who uses information and communications services",
금융보안법률,정보통신,"Which of the following does NOT correspond to the definition of a ""security incident""?

1 Acts of attacking an information and communications network through methods such as hacking or computer viruses  
2 Installing programs that bypass the normal security procedures of an information and communications network  
3 A system for transmitting and receiving information using telecommunications equipment  
4 Acts of attacking an information and communications network using methods such as high-power electromagnetic waves",
금융보안법률,정보통신,"Which of the following is a proper measure that an information and communications service provider can take to prevent the distribution of harmful information to minors?

1 Monitor the distribution of harmful information to minors and establish and implement self-regulation guidelines.
2 Immediately take legal action against users who distribute harmful information to minors.
3 Immediately shut down sites that distribute harmful information to minors.
4 Disclose the personal information of users who distribute harmful information to minors.",
금융보안법률,정보통신,"According to Article 5-2 of the Act on Promotion of Information and Communications Network Utilization and Information Protection, etc. (the Information and Communications Network Act), what is the most appropriate reason for applying this law when an act committed overseas affects the domestic market or users?

1 Because acts committed overseas are not subject to domestic law.
2 To protect the domestic market and users.
3 Because acts committed overseas do not affect the domestic market.
4 Because domestic users are not affected by acts committed overseas.",
금융보안법률,정보통신,"Which items can the government support for research institutions to develop technologies and devices related to information and communications networks?
1 The cost of establishing research institutions
2 The operating expenses of research institutions
3 The cost of research and development projects
4 The promotional expenses of research institutions",
금융보안법률,정보통신,"Which of the following is a correct measure that the Minister of Science and ICT can take to systematically and comprehensively manage information related to technologies and devices associated with information and communications networks?

1 The minister may commission relevant research institutes to develop technologies.
2 The minister may request data from relevant administrative agencies and national/public research institutes.
3 The minister may establish and announce standards for information and communications networks.
4 The minister may provide technology-related information to information and communications service providers.",
금융보안법률,정보통신,"Which project must the Minister of Science and ICT undertake to ensure that technology-related information can be accessed quickly and conveniently?
1 Standardization of information and communications networks
2 Dissemination of technology-related information
3 Strengthening the security of information and communications networks
4 Support for technology development",
금융보안법률,정보통신,"Which of the following statements about the standardization and certification of information and communications networks is correct?

1 The standards for information and communications networks are established and announced by the Minister of Science and ICT, and information and communications service providers can be compelled to use those standards.
2 Those who manufacture or supply products related to information and communications networks may indicate that their products conform to the standards.
3 Those who manufacture or supply products related to information and communications networks may indicate that their products conform to the standards even if they have not received certification.
4 The Minister of Science and ICT cannot order corrective action against those who sell products that do not conform to the standards.",
금융보안법률,정보통신,"Which of the following is NOT a correct authority of the Minister of Science and ICT under Article 8 of the Act on Standardization and Certification of Information and Communications Networks?

1 The Minister may establish and announce standards related to information and communications networks.
2 The Minister may recommend that those who manufacture or supply products conforming to the standards obtain certification.
3 The Minister may order corrective action to those who sell products that do not conform to the standards.
4 The Minister may impose a fine on those who do not display a mark indicating that their product conforms to the standards.",
금융보안법률,정보통신,"In which case can the Minister of Science and ICT designate a certification body?
1 When the products manufactured or supplied by those involved with information and communications networks conform to standards
2 When the products manufactured or supplied by those involved with information and communications networks do not conform to standards
3 When the products manufactured or supplied by those involved with information and communications networks have not been certified
4 When the products manufactured or supplied by those involved with information and communications networks do not need to be certified",
금융보안법률,정보통신,"Which of the following is NOT included in the plans that the head of a central administrative agency may establish for the joint use of information pursuant to Article 12 of the Act on Promotion of Information and Communications Network Utilization and Information Protection?

1 Selection of information to be jointly used among the information held and managed
2 Establishment and operation of interconnection systems between information networks
3 Adjustment of cost-sharing among agencies resulting from the interconnection of information networks
4 Measures for the protection of personal information of information network users",
금융보안법률,정보통신,"According to Article 12 of the Information and Communications Network Act, which of the following is NOT a project that the head of a central administrative agency can support for the joint use of information?

1 Selection of information held and managed as information subject to joint use  
2 Establishment and operation of interconnection systems between information and communications networks  
3 Adjustment of cost sharing among agencies resulting from the interconnection of information and communications networks  
4 Development of technologies to strengthen the security of information and communications networks",
금융보안법률,정보통신,"According to Article 13 of the Act on Promotion of Information and Communications Network Utilization, which of the following is NOT an item that should be included in projects related to the promotion of information and communications networks?

1 Development and dissemination of technologies related to information and communications networks  
2 Standardization of information and communications networks  
3 Enhancement of the safety and reliability of information and communications networks  
4 Restriction of the use of information and communications networks",
금융보안법률,정보통신,"According to Article 14 of the Act on Promotion of Information and Communications Network Utilization and Information Protection (the ""Information and Communications Network Act"") regarding the 'Expansion of Internet Use,' which of the following is NOT included in the policies that the Minister of Science and ICT should promote?

1 Enhancing the safety and reliability of information and communications networks  
2 Development of application services for information and communications networks  
3 Promotion of internet usage  
4 Blocking illegal content on information and communications networks",
금융보안법률,정보통신,"Which of the following statements about the policies that the Minister of Science and ICT can implement to improve the quality of internet services is NOT correct?

1 The Minister may establish and announce standards for measuring and evaluating internet service quality.
2 The Minister may seek opinions from organizations of information and communication service providers and user groups.
3 The Minister must prepare policies to protect the rights and interests of internet service users.
4 The Minister may restrict users’ internet usage to improve the quality of internet services.",
금융보안법률,정보통신,"Which of the following best describes the access permissions for which an information and communications service provider must obtain user consent?

1 Access permissions can be set without the user's consent.
2 When setting access permissions, the user's reasonable expectations must be taken into account.
3 The privacy policy can be disregarded when setting access permissions.
4 There is no need to consider technical relevance when setting access permissions.",
금융보안법률,정보통신,"Which of the following is NOT something that an information and communications service provider must include when obtaining a user's consent for access permissions?

1 The items of information and functions that require access permission  
2 The reason why access permission is required  
3 The fact that the user may refuse to consent to granting access permission  
4 The fact that the user's personal information will be unconditionally collected when setting access permissions",
금융보안법률,정보통신,"Which of the following is the correct case in which an information and communications service provider may collect and use a resident registration number?

1 When designated as an identity verification agency  
2 When obtaining the user's consent  
3 When necessary for providing the service  
4 When a legal dispute arises",
금융보안법률,정보통신,"Which of the following statements about the suspension or cancellation of identity verification services is correct?

1 If an identity verification agency does not commence its services within three months from the date of designation, its designation will be canceled.
2 If an identity verification agency suspends its services for more than six months continuously, its designation may be canceled.
3 If a person who has been ordered to suspend identity verification services violates the order and does not suspend the services, they will receive a warning.
4 If an identity verification agency is designated through false or other dishonest means, it will receive a three-month suspension of services.",
금융보안법률,정보통신,"Which of the following is NOT required to be disclosed when appointing a domestic agent in accordance with Article 32-5 of the Information and Communications Network Act?

1 Name of the domestic agent  
2 Address of the domestic agent  
3 Telephone number of the domestic agent  
4 Resident registration number of the domestic agent",
금융보안법률,정보통신,"Which of the following is NOT an activity that the Korea Communications Commission can support when implementing policies for the protection of youth?

1 Activities of the Korea Communications Standards Commission  
2 Activities of organizations of information and communications service providers  
3 Activities of user organizations  
4 Legal lawsuits for the protection of youth",
금융보안법률,정보통신,"Which of the following is the correct information that must be indicated by those who provide harmful media to youth?
1 The year the harmful media was produced
2 The name of the producer of the harmful media
3 A statement that persons under the age of 19 are not permitted to use it
4 The price of the harmful media",
금융보안일반,개인정보보호,"In the domain of ""establishing and operating a management system"", which of the following is not included in ""establishing the foundation of the management system""?
1 Executive participation
2 Appointment of the chief officer
3 Risk assessment
4 Scope definition",
금융보안일반,개인정보보호,"What is the most important factor in the ""policy establishment"" stage of ""establishing and operating a management system""?

1 Resource allocation  
2 Appointment of the chief officer  
3 Participation of top management  
4 Establishment and revision of information security and personal information protection policies",
금융보안일반,개인정보보호,"Which of the following is NOT an appropriate factor to consider when establishing a risk management plan?
1 Personnel
2 Duration
3 Target
4 Risk acceptance",
금융보안일반,개인정보보호,"Which of the following is the most appropriate main activity for ""inspection and improvement of the management system""?
1 Identifying information assets
2 Implementing protection measures
3 Managing operational status
4 Reviewing compliance with legal requirements",
금융보안일반,개인정보보호,"Which of the following is NOT a correct duty that the Chief Information Security Officer must perform according to the 'Protection Measures Requirements'?

1 Establishment, implementation, and improvement of information security plans
2 Regular audits and improvement of information security status and practices
3 Identification and assessment of information security risks and establishment of information security measures
4 Appointment of the Chief Information Security Officer is decided by an external organization.",
금융보안일반,개인정보보호,"What is the main purpose of managing external party security implementation in external party status management?
1 To increase the work efficiency of external parties
2 To strengthen measures in case of security violations by external parties
3 To verify whether external parties comply with security requirements
4 To change the contract terms of external parties",
금융보안일반,개인정보보호,"What is the main purpose of designating protected areas in physical security?
1 Network access control
2 Physical protection of information systems
3 Strengthening user authentication
4 Data encryption",
금융보안일반,개인정보보호,"Which of the following is NOT a criterion for designating a physical protection zone?
1 Visitor area  
2 Restricted area  
3 Controlled area  
4 General area",
금융보안일반,개인정보보호,"Which of the following is NOT included in the access control procedure?
1 Access request
2 Approval by the person in charge
3 Granting and revoking access rights
4 Deletion of access records",
금융보안일반,개인정보보호,"Which of the following best describes the procedure for working within a protected area?
1 Work can be performed freely without any application or approval process.
2 There is no need to keep records of the work performed.
3 Work procedures must be established and work records should be reviewed periodically.
4 Unauthorized personnel can also perform work within the protected area.",
금융보안일반,개인정보보호,"Which of the following is the most appropriate description of 'authentication and authorization management'?
1 User accounts grant the same permissions to all employees.
2 Special accounts should be assigned and controlled for a minimum number of personnel only.
3 There is no need to change passwords every six months.
4 Administrator privileges should always be given to outsiders.",
금융보안일반,개인정보보호,"Which of the following is the most appropriate description of 'password management'?
1 You only need to use one type among letters, numbers, or special characters for your password.
2 You should set a password change cycle and change your password regularly.
3 It is safe to write down your password on paper and keep it.
4 There is no need to change your password after the initial setup.",
금융보안일반,개인정보보호,"Which of the following statements about 'access rights review' is correct?

1 Access rights review can be performed whenever necessary.
2 There is no need to keep records of the results of access rights reviews.
3 Access rights reviews should be conducted periodically to check for appropriateness.
4 Access rights reviews must be performed directly by the user themselves.",
금융보안일반,개인정보보호,"Which of the following is an appropriate protection measure for ""application access""?

1 Security of the application's source code  
2 Management of application access permissions  
3 Management of application performance and failures  
4 Management of application logs and access records",
금융보안일반,개인정보보호,"Which of the following is the most appropriate description of wireless network access control?
1 Wireless networks do not require encryption.
2 Wireless network access should be open to all users.
3 Wireless network access should be controlled through an authentication process.
4 Physical security alone is sufficient for wireless networks.",
금융보안일반,개인정보보호,"Which of the following is NOT included in the 'Protection Measures Requirements'?

1 User account management  
2 Information system protection  
3 Encryption key management  
4 Disaster recovery testing and improvement",
금융보안일반,개인정보보호,"Which of the following statements about 'the application of encryption' is NOT correct?
1 The application of encryption policy is part of applying encryption.
2 Encryption key management is included in the application of encryption.
3 Applying encryption enhances the security of information systems.
4 Applying encryption pertains to physical security.",
금융보안일반,개인정보보호,"According to the protection measures requirements, what is the most important consideration when defining security requirements during the introduction of an information system?
1 Optimizing system performance
2 User convenience
3 Selecting appropriate protection measures for identified risks
4 Cost reduction",
금융보안일반,개인정보보호,"Which of the following is the most appropriate consideration when transferring to an operational environment in information system introduction and development security?

1 Physical separation of the operational and test environments  
2 Data backup during transfer to the operational environment  
3 Redefinition of security requirements during transfer to the operational environment  
4 User account management during transfer to the operational environment",
금융보안일반,개인정보보호,"What is the main purpose of ""change management"" in system and service operations?
1 Improving system performance
2 Preventing security incidents
3 Ensuring stability during system changes
4 Increasing user convenience",
금융보안일반,개인정보보호,"Which activity corresponds to performance and fault management in system and service operations management?
1 User account management  
2 System monitoring  
3 Network access control  
4 Reuse and disposal of information assets",
금융보안일반,개인정보보호,"Which of the following statements about public server security is correct?
1 Public servers should be configured to prevent external access.
2 Public servers should be regularly updated with security patches.
3 All users should be granted administrator privileges on public servers.
4 Encryption is not necessary for public servers.",
금융보안일반,개인정보보호,"What is the main purpose of 'information transmission security' in system and service security management?
1 Ensuring data integrity  
2 Strengthening user authentication  
3 Network access control  
4 Log and access record management",
금융보안일반,개인정보보호,"What is the main purpose of ""malware control"" in system and service security management?
1 System performance optimization
2 Database management
3 Prevention of information leakage
4 Enhancement of user convenience",
금융보안일반,개인정보보호,"Which of the following is NOT a factor to consider when establishing a disaster recovery plan?
1 Defining recovery time objectives
2 Establishing an emergency contact system
3 Procedures for destroying personal information
4 Establishing recovery procedures",
금융보안일반,개인정보보호,"Which of the following is a correct restriction when collecting personal information?
1 Only the minimum amount of information necessary for the purpose of collection should be collected.
2 All information can be collected without the consent of the data subject.
3 There is no need to obtain the data subject's consent when collecting personal information.
4 All information must be collected as mandatory when collecting personal information.",
금융보안일반,개인정보보호,"Which of the following is NOT included in the 'requirements for each stage of personal information processing'?
1 Protective measures when collecting personal information
2 Protective measures when retaining and using personal information
3 Protective measures when destroying personal information
4 Methods of encrypting personal information",
금융보안일반,개인정보보호,"Which of the following statements about restrictions on handling resident registration numbers is correct?

1 Resident registration numbers can be collected at any time.
2 Resident registration numbers can only be collected when there is a legal basis.
3 Resident registration numbers cannot be collected without the data subject's consent.
4 Resident registration numbers must be destroyed immediately after collection.",
금융보안일반,개인정보보호,"Which of the following is an appropriate explanation regarding the restriction on processing sensitive information and unique identification information?
1 Sensitive information cannot be processed without the data subject's consent.
2 Unique identification information cannot be collected without a legal basis.
3 Sensitive information and unique identification information can only be processed with the data subject's consent or if there is a legal basis.
4 Sensitive information cannot be processed without a legal basis, even if there is separate consent from the data subject.",
금융보안일반,개인정보보호,"Which of the following is NOT a correct requirement to be followed when installing and operating video surveillance devices?
1 When installing in public places, legal requirements for permission must be reviewed.
2 The retention period for video information must be set, and the information must be destroyed without delay upon expiration.
3 The audio recording function of fixed video surveillance devices may be used.
4 Notices must be installed so that data subjects can easily recognize them.",
금융보안일반,개인정보보호,"Which of the following is the most appropriate measure to ensure the quality of personal information?
1 Obtaining the data subject's consent when collecting personal information
2 Maintaining the accuracy and up-to-dateness of personal information
3 Destroying personal information securely when disposing of it
4 Obtaining consent when providing personal information to a third party",
금융보안일반,개인정보보호,"Which of the following is NOT a protective measure required when collecting personal information during the stages of personal information processing?

1 Obtain the data subject’s consent.
2 Obtain the legal representative’s consent.
3 Allow use of personal information for purposes other than the original intent.
4 Collect only the minimum necessary personal information.",
금융보안일반,개인정보보호,"Which of the following is NOT a correct item that must be notified to the data subject in advance when transferring personal information due to business transfer, etc.?
1 The fact that personal information will be transferred
2 The contact information of the recipient of the personal information
3 The procedure if the data subject does not want the transfer
4 Change of purpose of processing after the transfer of personal information",
금융보안일반,개인정보보호,"Which of the following is the most appropriate explanation regarding 'Establishing an Accident Prevention and Response System'?
1 When a security incident occurs, it should be handled internally only, and cooperation with external organizations is not necessary.
2 In order to prevent security incidents, a system for detection, response, analysis, and information sharing should be established.
3 Since personal information leakage incidents do not occur, a separate response system is not necessary.
4 The procedures for responding to security incidents can be changed freely without the approval of management.",
금융보안일반,개인정보보호,"Which of the following is the correct item corresponding to 'Incident Prevention and Response' in the Information Security and Personal Information Protection Management System (ISMS-P) certification criteria?
1 User account management
2 Establishment of incident prevention and response system
3 Protection of information systems
4 Password management",
금융보안일반,개인정보보호,"Which of the following is the most appropriate description of 'incident response training and improvement'?
1 The internal reporting procedure can be omitted when a security incident occurs.
2 A simulated drill must be conducted at least once a year so that employees and stakeholders are familiar with the incident response procedures.
3 The results of incident response training do not need to be recorded separately.
4 Incident response training can be conducted only when necessary.",
금융보안일반,개인정보보호,"Which of the following is the most appropriate description regarding disaster recovery testing and improvement?
1 Disaster recovery tests are conducted once every five years.
2 The results of disaster recovery tests are not recorded separately.
3 The disaster recovery test plan includes the test schedule, participants, and methods.
4 Disaster recovery tests are conducted regardless of changes in the information system environment.",
금융보안일반,개인정보보호,"Which of the following statements about the processing of pseudonymized information is NOT correct?
1 Pseudonymized information can be processed for purposes such as statistical compilation, scientific research, and preservation of records for the public interest.
2 Pseudonymized information can be processed without the data subject's consent.
3 Pseudonymized information can identify a specific individual even without additional information.
4 Measures must be taken to prevent re-identification when processing pseudonymized information.",
금융보안일반,개인정보보호,"Which of the following is NOT a required item to be notified when transferring personal information overseas?
1 Items of personal information being transferred
2 Country, timing, and method of the transfer
3 Name and contact information of the recipient
4 Nationality of the recipient",
금융보안일반,개인정보보호,"Which of the following is the most appropriate measure to take when personal information must be retained even after the purpose of processing has been achieved?
1 Store the personal information together with other personal information.
2 Store the personal information in encrypted form.
3 Limit the personal information to the minimum necessary items and store it separately.
4 Immediately destroy the personal information.",
금융보안일반,개인정보보호,"Which of the following pertains to the protection of the rights of the data subject?
1 Limitation on the collection of personal information  
2 Provision of personal information to third parties  
3 Destruction of personal information  
4 Notification to the data subject",
금융보안일반,개인정보보호,"Which of the following best describes the ""designation of the chief officer""?

1 The chief officer must establish and operate information security policies.
2 The chief officer must periodically verify the effectiveness of the information security and personal information protection management system.
3 The chief officer must ensure the participation of management in the overall establishment and operation of the information security and personal information protection management system.
4 The chief officer must actively participate in decision-making regarding information security and personal information protection activities.",
금융보안일반,개인정보보호,"Which of the following is the most appropriate explanation of 'organizational structure'?
1 Organizational structure is established after the information security policy is formulated.
2 Organizational structure is established after the appointment of the chief officer.
3 Organizational structure is unrelated to the participation of management.
4 Organizational structure is part of establishing the foundation for a management system.",
금융보안일반,개인정보보호,"Which of the following is NOT a main activity of 'risk assessment'?

1 Analysis of the organization's internal and external environment  
2 Selection of risk assessment methods  
3 Review of the effectiveness of safeguards  
4 Conducting information security training",
금융보안일반,개인정보보호,"Which of the following is the most appropriate activity to be included in 'Management System Inspection and Improvement'?
1 Identifying information assets
2 Implementing protective measures
3 Managing operational status
4 Inspecting the management system",
금융보안일반,개인정보보호,"Which of the following is the most appropriate description regarding the management of security compliance by external parties?

1 It is not necessary to specify information security requirements when contracting with external parties.
2 The security compliance of external parties only needs to be checked once before work begins.
3 The security compliance of external parties should be checked or audited periodically.
4 There is no need to establish improvement plans for issues identified by external parties.",
