Domain,Sub_domain,Question
금융보안법률,정보통신,"과학기술정보통신부장관이 침해사고 발생 시 정보통신서비스 제공자에게 명령할 수 있는 조치는?
1 침해사고의 원인 분석 및 대책 마련
2 침해사고 발생 사실을 언론에 공개
3 침해사고 발생 시 모든 서비스를 중단
4 침해사고 발생 시 외부 전문가에게 모든 책임 전가"
금융보안법률,정보통신,"정보통신망법 제48조의5에 의거하여, 정보통신망연결기기등 관련 침해사고 발생 시 과학기술정보통신부장관이 할 수 있는 조치는?
1 침해사고 발생 시 모든 정보통신망을 차단한다.
2 침해사고의 원인을 분석하고 필요한 조치를 권고한다.
3 침해사고 발생 시 모든 관련 기관에 경고를 발송한다.
4 침해사고 발생 시 모든 데이터를 복구한다."
금융보안법률,정보통신,"정보통신망법 제49조의2에 따르면, 속이는 행위에 의한 정보의 수집을 금지하는 이유로 가장 적절한 것은?
1 정보의 무단 수집으로 인한 개인정보 침해 방지
2 정보의 효율적인 수집을 위한 절차 간소화
3 정보의 상업적 활용을 위한 법적 근거 마련
4 정보의 국제적 교류 촉진"
금융보안법률,정보통신,"정보통신망법 제49조의2에 따라 정보통신서비스 제공자가 속이는 행위에 대한 정보를 공유하도록 명령할 수 있는 기관은?
1 경찰청장
2 과학기술정보통신부장관
3 금융감독원장
4 방송통신위원회"
금융보안법률,정보통신,"정보통신망법 제50조에 따르면, 영리목적의 광고성 정보를 전송할 때 필요한 조치로 옳은 것은?
1 수신자의 사전 동의 없이 전송 가능하다.
2 수신자가 수신을 원하지 않을 경우 전송을 중단해야 한다.
3 광고성 정보 전송을 타인에게 위탁할 수 없다.
4 광고성 정보는 반드시 우편으로만 전송해야 한다."
금융보안법률,정보통신,"영리목적의 광고성 정보 전송을 타인에게 위탁한 자가 해야 할 관리·감독의 내용으로 옳은 것은?
1 위탁받은 자가 제50조를 위반하지 않도록 관리·감독한다.
2 위탁받은 자의 모든 광고성 정보 전송을 직접 수행한다.
3 위탁받은 자의 광고성 정보 전송을 무조건 승인한다.
4 위탁받은 자의 광고성 정보 전송을 제한 없이 허용한다."
금융보안법률,정보통신,"정보통신서비스 제공자가 정보 전송 역무 제공을 거부할 수 있는 경우로 적절한 것은?
1 이용자가 광고성 정보의 수신을 원하지 않는 경우
2 광고성 정보의 전송으로 인해 수익이 증가하는 경우
3 광고성 정보의 전송이 법적으로 허용된 경우
4 이용자가 광고성 정보를 수신하기로 동의한 경우"
금융보안법률,정보통신,"방송통신위원회가 영리목적의 광고성 정보 전송차단 소프트웨어를 보급할 수 있는 이유로 가장 적절한 것은?
1 수신자가 광고성 정보를 편리하게 차단하거나 신고할 수 있도록 하기 위해
2 광고성 정보의 전송을 촉진하기 위해
3 정보통신서비스 제공자의 수익을 증대시키기 위해
4 수신자의 개인정보를 수집하기 위해"
금융보안법률,정보통신,"다음 중 불법행위를 위한 광고성 정보 전송을 금지하는 법률 조항에 해당하는 것은?
1 정보통신망법 제50조의4
2 정보통신망법 제50조의5
3 정보통신망법 제50조의6
4 정보통신망법 제50조의8"
금융보안법률,정보통신,"한국인터넷진흥원이 정보통신망법 제52조 제3항 제10호 및 제22호의 광고성 정보 전송에 관한 사업을 추진하기 위해 수행하는 업무가 아닌 것은?
1 광고성 정보 전송 관련 고충처리 및 상담
2 광고성 정보 전송과 관련된 기술적 자문 및 지원
3 광고성 정보의 불법적 전송 방지 관련 대책 연구
4 광고성 정보의 합법적 전송을 위한 교육 및 홍보"
금융보안법률,정보통신,"통신과금서비스의 안전성을 확보하기 위한 기술적 조치로 적절한 것은?
1 통신과금서비스 이용자의 비밀번호를 공개한다.
2 해킹방지시스템 등을 구축·운영한다.
3 통신과금서비스 이용자의 거래 내역을 외부에 유출한다.
4 통신과금서비스 이용자의 동의 없이 개인정보를 수집한다."
금융보안법률,정보통신,"통신과금서비스제공자가 통신과금서비스이용자에게 고지해야 할 사항으로 옳지 않은 것은?
1 통신과금서비스 이용일시
2 거래 상대방의 상호와 연락처
3 통신과금서비스의 이용 한도액
4 이의신청 방법 및 연락처"
금융보안법률,정보통신,"정보통신망법 제58조의2에 따르면, 통신과금서비스이용자가 구매자정보 제공을 요청할 수 있는 경우는?
1 거래 상대방이 재화 또는 용역을 제공하지 않은 경우
2 통신과금서비스가 본인의 의사에 따라 제공되었는지 확인이 필요한 경우
3 거래 상대방이 구매자정보를 이미 제공한 경우
4 통신과금서비스이용자가 거래 상대방과 분쟁 중인 경우"
금융보안법률,정보통신,"통신과금서비스제공자가 통신과금서비스에 대한 이용자의 권익을 보호하기 위해 설치·운영할 수 있는 기관 또는 단체의 역할로 적절한 것은?
1 통신과금서비스의 요금 인상 결정
2 통신과금서비스 이용자의 분쟁 조정 및 해결
3 통신과금서비스의 기술 개발 지원
4 통신과금서비스의 광고 및 홍보"
금융보안법률,정보통신,"통신과금서비스제공자가 통신과금서비스와 관련하여 마련해야 하는 절차로 적절한 것은?
1 통신과금서비스의 요금 할인 절차
2 통신과금서비스 이용자의 이의신청 및 권리구제 절차
3 통신과금서비스의 신규 서비스 출시 절차
4 통신과금서비스의 고객 만족도 조사 절차"
금융보안법률,정보통신,"통신과금서비스이용자의 이익을 현저하게 저해하는 자에 대해 과학기술정보통신부장관이 취할 수 있는 조치는?
1 서비스 제공 거부
2 서비스 요금 인상
3 서비스 품질 개선
4 서비스 홍보 강화"
금융보안법률,정보통신,"정보통신망법 제64조에 따라 제출되거나 수집된 자료를 폐기해야 하는 경우로 옳은 것은?
1 자료 제출 요구의 목적이 달성된 경우
2 자료 제출 요구가 철회된 경우
3 자료 제출 요구가 거부된 경우
4 자료 제출 요구가 연기된 경우"
금융보안법률,정보통신,"정보통신망법 제64조에 따라 자료의 제출 요구 및 검사를 할 때 준수해야 할 원칙으로 옳은 것은?
1 최대한의 범위에서 자료를 수집해야 한다.
2 다른 목적을 위해 자료를 남용할 수 있다.
3 필요한 최소한의 범위에서 자료를 수집해야 한다.
4 자료 수집 후 즉시 공개해야 한다."
금융보안법률,정보통신,"다음 중 정보통신망법 제64조의5에 따라 정보통신서비스 제공자가 매년 제출해야 하는 투명성 보고서에 포함되어야 할 사항이 아닌 것은?
1 불법촬영물등의 유통 방지를 위한 일반적인 노력
2 불법촬영물등의 신고, 삭제요청 등의 횟수 및 처리결과
3 불법촬영물등 유통방지 책임자의 배치
4 정보통신서비스 제공자의 매출액 증가율"
금융보안법률,정보통신,"정보통신망법 제69조에 의거하여, 시정명령의 공개를 명할 때 과학기술정보통신부장관 또는 방송통신위원회가 해야 할 조치는 무엇인가?
1 정보통신서비스 제공자에게 사전 통보
2 정보통신서비스 제공자에게 사후 통보
3 정보통신서비스 제공자와 협의
4 정보통신서비스 제공자에게 벌금 부과"
금융보안법률,정보통신,"정보통신망법 제68조의2에 따르면, 정보통신서비스 제공자가 시정조치 명령을 받은 사실을 공표할 때 고려해야 할 사항으로 옳은 것은?
1 위반행위의 내용 및 정도
2 정보통신서비스 제공자의 매출액
3 정보통신서비스 제공자의 직원 수
4 위반행위와 관련 없는 제3자의 의견"
금융보안법률,정보통신,"정보통신망법 제72조에 따르면, 정보통신서비스 제공자가 법령을 위반하여 시정조치를 이행하지 않은 경우, 처벌받을 수 있는 최대 벌금은 얼마인가?
1 1천만원
2 2천만원
3 3천만원
4 5천만원"
금융보안법률,정보통신,"정보통신망법 제72조에 의거하여, 정보통신서비스 제공자가 법령을 위반했을 때, 처벌받을 수 있는 최대 징역 기간은 얼마인가?
1 6개월
2 1년
3 2년
4 3년"
금융보안법률,정보통신,"정보통신망법 제74조에 따라 정보통신망법을 위반한 경우, 부과될 수 있는 벌칙은 무엇인가?
1 과태료
2 징역형
3 경고
4 면허 취소"
금융보안법률,정보통신,"다음 중 정보통신망법 '제75조 양벌규정'에 대한 설명으로 가장 적절한 것은?
1 양벌규정은 법인의 대표자만 처벌하는 규정이다.
2 양벌규정은 법인과 그 대표자 모두를 처벌하는 규정이다.
3 양벌규정은 법인에게만 책임을 묻는 규정이다.
4 양벌규정은 법인의 대표자에게 면책을 부여하는 규정이다."
금융보안법률,정보통신,"정보통신망법 제76조에 따라 과태료 부과 기준에 대한 설명으로 옳지 않은 것은?
1 위반행위가 과실로 인한 경우 과태료 금액을 줄일 수 있다.
2 위반행위가 고의로 인한 경우 과태료 금액을 늘릴 수 있다.
3 법 위반 상태의 기간이 3개월 이상인 경우 과태료 금액을 줄일 수 있다.
4 이용자에게 피해가 발생하지 않은 경우 과태료 금액을 줄일 수 있다."
금융보안법률,정보통신,"다음 중 정보통신망 침해행위로 볼 수 있는 것은?
1 정당한 접근권한으로 정보통신망에 접근하는 행위
2 정당한 사유 없이 데이터 또는 프로그램을 변경하는 행위
3 정보통신망의 안정적 운영을 위해 데이터를 전송하는 행위
4 허용된 접근권한 내에서 정보통신망을 사용하는 행위"
금융보안법률,정보통신,"정보통신망법 제48조의2에 따르면, 침해사고가 발생했을 때 과학기술정보통신부장관이나 한국인터넷진흥원이 취해야 할 조치로 옳은 것은?
1 침해사고의 신고를 무시한다.
2 침해사고의 신고를 받은 후 필요한 조치를 취한다.
3 침해사고의 신고를 받은 후 다른 기관에 통보하지 않는다.
4 침해사고의 신고를 받은 후 아무런 조치를 취하지 않는다."
금융보안법률,정보통신,"정보통신망법 제48조의3에 따라 침해사고의 통지 또는 신고를 받은 관계 기관의 장이 해야 할 조치는?
1 침해사고 관련 정보를 비공개로 유지한다.
2 침해사고 관련 정보를 과학기술정보통신부장관 또는 한국인터넷진흥원에 지체 없이 공유한다.
3 침해사고 관련 정보를 다른 기관에 전달하지 않는다.
4 침해사고 관련 정보를 삭제한다."
금융보안법률,정보통신,"정보통신서비스 제공자가 침해사고가 발생했을 때 즉시 신고해야 하는 기관은 어디인가?
1 과학기술정보통신부장관 또는 한국인터넷진흥원
2 방송통신위원회
3 금융감독원
4 개인정보보호위원회"
금융보안법률,정보통신,"정보통신망법 제48조의4에 따르면, 침해사고의 신고 시기, 방법 및 절차 등에 관한 사항을 정하는 주체는 누구인가?
1 과학기술정보통신부장관
2 한국인터넷진흥원
3 대통령령
4 관계 기관의 장"
금융보안법률,정보통신,"정보통신망법 제49조의2에 따르면, 속이는 행위에 의한 정보 수집 금지와 관련하여 과학기술정보통신부장관이 정보통신서비스 제공자에게 명령할 수 있는 조치가 아닌 것은?
1 접속경로의 차단
2 위반행위에 이용된 전화번호에 대한 정보통신서비스 제공 중지
3 이용자에게 위반행위 노출 사실 통지
4 위반행위에 대한 법적 처벌"
금융보안법률,정보통신,"속이는 행위에 사용된 전화번호의 전기통신역무 제공 중지 요청을 받은 후, 해당 이용자가 이의신청을 할 수 있는 기간은?
1 7일 이내
2 15일 이내
3 30일 이내
4 60일 이내"
금융보안법률,정보통신,"정보통신망법 제50조에 따르면, 영리목적의 광고성 정보를 전송하기 위해 필요한 조건으로 옳은 것은?
1 수신자의 사전 동의
2 전송자의 신원 공개
3 광고 내용의 사전 검열
4 광고 전송 시간의 제한"
금융보안법률,정보통신,"영리목적의 광고성 정보 전송을 위탁받은 자가 법을 위반하여 발생한 손해에 대한 배상책임은 누구에게 있는가?
1 광고성 정보 전송을 위탁한 자
2 광고성 정보 전송을 위탁받은 자
3 광고성 정보 수신자
4 광고성 정보 전송 소프트웨어 개발자"
금융보안법률,정보통신,"다음 중 정보통신서비스 제공자가 이용자가 광고성 정보의 수신을 원하지 않는 경우 취할 수 있는 조치는?
1 광고성 정보의 전송을 허용한다.
2 광고성 정보의 수신을 허용한다.
3 해당 역무의 제공을 거부한다.
4 광고성 정보의 전송을 장려한다."
금융보안법률,정보통신,"정보통신서비스 제공자가 영리목적의 광고성 프로그램을 설치할 때 반드시 받아야 하는 것은 무엇인가?
1 이용자의 동의
2 이용자의 개인정보
3 이용자의 IP 주소
4 이용자의 접속 기록"
금융보안법률,정보통신,"정보통신망법 제50조의7에 따라 영리목적의 광고성 정보를 게시할 수 없는 경우는?
1 운영자가 사전 동의를 철회한 경우
2 게시판이 별도의 권한 없이 누구든지 쉽게 접근할 수 있는 경우
3 운영자가 사전 동의를 한 경우
4 운영자가 게시를 허용한 경우"
금융보안법률,정보통신,"다음 중 정보통신망법 제51조에 따라 정부가 정보통신서비스 제공자 또는 이용자에게 요구할 수 있는 조치로 가장 적절한 것은?
1 중요 정보의 국외유출 방지를 위한 보안 시스템 구축
2 중요 정보의 국내 유출 방지를 위한 보안 시스템 구축
3 중요 정보의 삭제
4 중요 정보의 암호화"
금융보안법률,정보통신,"정보통신망법 제51조에 따른 중요 정보의 범위에 해당하지 않는 것은?
1 국내 산업에 관한 정보
2 국내 경제에 관한 정보
3 국내 과학기술에 관한 정보
4 국내 문화에 관한 정보"
금융보안법률,정보통신,"한국인터넷진흥원이 정보통신망법 제52조제3항에 따라 수행할 수 있는 업무가 아닌 것은?
1 광고성 정보 전송 관련 고충처리 및 상담
2 광고성 정보 전송과 관련된 기술적 자문 및 지원
3 광고성 정보의 불법적 전송 방지 관련 대책 연구
4 광고성 정보 전송을 위한 마케팅 전략 수립"
금융보안법률,정보통신,"통신과금서비스제공자가 등록을 하기 위해 갖추어야 할 요건으로 옳지 않은 것은?
1 출자총액 또는 기본재산이 5억원 이상의 범위에서 대통령령으로 정하는 금액 이상이어야 한다.
2 「전기통신사업법」 제22조에 따라 부가통신사업자의 신고를 해야 한다.
3 등록의 세부요건, 절차 등은 대통령령으로 정한다.
4 사업의 양도, 양수, 합병, 상속 등은 「전기통신사업법」 제23조부터 제26조까지의 규정을 준용한다."
금융보안법률,정보통신,"통신과금서비스제공자의 등록사항 변경, 사업의 양도ㆍ양수 또는 합병ㆍ상속 등에 준용되는 법률은?
1 「전기통신사업법」 제22조
2 「전기통신사업법」 제23조부터 제26조
3 「채무자 회생 및 파산에 관한 법률」
4 「정보통신망법」"
금융보안법률,정보통신,"과학기술정보통신부장관이 통신과금서비스제공자의 등록을 취소해야 하는 경우로 옳은 것은?
1 통신과금서비스제공자가 거짓이나 그 밖의 부정한 방법으로 등록을 한 경우
2 통신과금서비스제공자가 사업장 출입 및 조사를 방해한 경우
3 통신과금서비스제공자가 시정명령을 이행하지 않은 경우
4 통신과금서비스제공자가 침해사고의 신고를 하지 않은 경우"
금융보안법률,정보통신,"정보통신망법 제58조의2에 따르면, 통신과금서비스이용자가 거래 상대방에게 구매자정보 제공을 요청할 수 있는 경우는?
1 거래 상대방의 신원을 확인하기 위해
2 재화 또는 용역을 구매한 자의 이름과 생년월일을 확인하기 위해
3 거래 상대방의 결제 정보를 확인하기 위해
4 거래 상대방의 주소를 확인하기 위해"
금융보안법률,정보통신,"정보통신망법 제58조의2에 따르면, 거래 상대방이 구매자정보 제공 요청을 받은 날로부터 며칠 이내에 정보를 제공해야 하는가?
1 1일
2 2일
3 3일
4 5일"
금융보안법률,정보통신,"정보통신망법 다음 중 제64조에 따른 자료 제출 요구에 대한 설명으로 옳지 않은 것은?
1 자료 제출 요구는 법의 시행을 위해 필요한 최소한의 범위에서 이루어져야 한다.
2 자료 제출 요구는 다른 목적을 위해 남용될 수 있다.
3 과학기술정보통신부장관은 자료 제출 요구를 위해 기술적 자문을 요청할 수 있다.
4 자료 제출 요구는 정보통신서비스 제공자의 법 위반이 의심될 때 이루어질 수 있다."
금융보안법률,정보통신,"다음 중 정보통신망법 제64조의2에 따라 자료 등을 폐기해야 하는 경우가 아닌 것은?
1 제64조에 따른 자료제출 요구, 출입검사, 시정명령 등의 목적이 달성된 경우
2 제64조제4항에 따른 시정조치명령에 불복하여 행정심판이 청구되거나 행정소송이 제기된 경우
3 제76조제4항에 따른 과태료 처분이 있고 이에 대한 이의제기가 없는 경우에는 같은 조 제5항에 따른 이의제기기간이 끝난 경우
4 제76조제4항에 따른 과태료 처분에 대하여 이의제기가 있는 경우에는 해당 관할 법원에 의한 비송사건절차가 끝난 경우"
금융보안법률,정보통신,"다음 중 정보통신서비스 제공자가 매년 제출해야 하는 투명성 보고서의 제출 기한은 언제인가?

1 매년 1월 1일
2 매년 1월 15일
3 매년 1월 31일
4 매년 2월 15일"
금융보안법률,정보통신,"과학기술정보통신부장관이 정보통신망법 제65조에 따라 위임할 수 있는 권한이 아닌 것은?
1 정보통신망의 이용촉진 등에 관한 사업
2 자료의 제출 요구 및 검사에 관한 업무
3 시정조치의 명령 및 공표명령
4 한국지능정보사회진흥원에 위탁할 수 있는 업무"
금융보안법률,정보통신,"다음 중 정보통신망법 제66조(비밀유지 등)에 해당하는 업무에 종사하는 사람이 직무상 알게 된 비밀을 타인에게 누설하거나 직무 외의 목적으로 사용해도 되는 경우는?
1 다른 법률에 특별한 규정이 있는 경우
2 회사 내부 규정에 따라 허용된 경우
3 상급자의 지시에 따른 경우
4 본인의 판단에 따라 필요한 경우"
금융보안법률,정보통신,"정보통신망법 제66조(비밀유지 등)에 따르면, 다음 중 비밀유지 의무가 적용되는 업무는?
1 정보보호 관리체계 인증 업무
2 일반 사무 업무
3 고객 상담 업무
4 마케팅 업무"
금융보안법률,정보통신,"정보통신망법 제69조에 따르면, 벌칙 적용 시 공무원으로 의제되는 사람은 누구인가?
1 정보통신서비스 제공자
2 과학기술정보통신부장관
3 방송통신위원회 위원장
4 인터넷진흥원의 직원"
금융보안법률,정보통신,"정보통신망법 제75조에 따른 양벌규정의 적용 대상이 아닌 것은?
1 법인의 대표자
2 법인
3 법인의 직원
4 법인의 고객"
금융보안법률,정보통신,"다음 중 정보통신망법 제75조의2에 해당하는 내용은 무엇인가?
1 정보통신망의 안정성 확보 조치
2 정보통신망의 불법정보 유통 방지
3 정보통신망의 보안 위반에 대한 몰수ㆍ추징
4 정보통신망의 개인정보 보호 조치"
금융보안법률,정보통신,"다음 중 '정보통신망'의 정의에 해당하는 것은 무엇인가?
1 전기통신설비를 이용하여 정보를 송수신하는 체제
2 전기통신역무를 이용하여 정보를 제공하는 서비스
3 전기통신사업자의 전기통신역무를 이용하여 정보를 제공하는 자
4 정보통신서비스를 이용하는 자"
금융보안법률,정보통신,"다음 중 '침해사고'의 정의에 해당하지 않는 것은 무엇인가?
1 해킹, 컴퓨터바이러스 등의 방법으로 정보통신망을 공격하는 행위
2 정보통신망의 정상적인 보호 절차를 우회하여 접근하는 프로그램 설치
3 전기통신설비를 이용하여 정보를 송수신하는 체제
4 고출력 전자기파 등의 방법으로 정보통신망을 공격하는 행위"
금융보안법률,정보통신,"정보통신서비스 제공자가 청소년유해정보의 유통을 방지하기 위해 할 수 있는 조치로 옳은 것은?
1 청소년유해정보의 유통을 모니터링하고 자율규제 가이드라인을 정하여 시행한다.
2 청소년유해정보를 유통하는 이용자를 즉시 법적 조치한다.
3 청소년유해정보를 유통하는 사이트를 즉시 폐쇄한다.
4 청소년유해정보를 유통하는 이용자의 개인정보를 공개한다."
금융보안법률,정보통신,"정보통신망법 제5조의2에 따르면, 국외에서 이루어진 행위가 국내 시장 또는 이용자에게 영향을 미치는 경우 이 법이 적용되는 이유로 가장 적절한 것은?

1 국외 행위는 국내 법률의 적용을 받지 않기 때문이다.
2 국내 시장과 이용자를 보호하기 위해서이다.
3 국외 행위는 국내 시장에 영향을 미치지 않기 때문이다.
4 국내 이용자는 국외 행위에 영향을 받지 않기 때문이다.

###"
금융보안법률,정보통신,"정부가 정보통신망과 관련된 기술 및 기기의 개발을 위해 연구기관에 지원할 수 있는 항목은?
1 연구기관의 설립 비용
2 연구기관의 운영 비용
3 연구개발 사업 비용
4 연구기관의 홍보 비용"
금융보안법률,정보통신,"과학기술정보통신부장관이 정보통신망과 관련된 기술 및 기기에 관한 정보를 체계적이고 종합적으로 관리하기 위해 할 수 있는 조치로 옳은 것은?
1 관련 연구기관에 기술개발을 의뢰할 수 있다.
2 관계 행정기관 및 국공립 연구기관 등에 자료를 요구할 수 있다.
3 정보통신망의 표준을 정하여 고시할 수 있다.
4 정보통신서비스 제공자에게 기술 관련 정보를 제공할 수 있다."
금융보안법률,정보통신,"과학기술정보통신부장관이 기술관련 정보를 신속하고 편리하게 이용할 수 있도록 하기 위해 해야 하는 사업은?
1 정보통신망의 표준화 사업
2 기술관련 정보의 보급 사업
3 정보통신망의 보안 강화 사업
4 기술개발 지원 사업"
금융보안법률,정보통신,"정보통신망의 표준화 및 인증에 관한 설명으로 옳은 것은?
1 정보통신망의 표준은 과학기술정보통신부장관이 정하여 고시하며, 정보통신서비스 제공자에게 그 표준을 사용하도록 강제할 수 있다.
2 정보통신망과 관련된 제품을 제조하거나 공급하는 자는 표준에 적합한 제품임을 나타내는 표시를 할 수 있다.
3 정보통신망과 관련된 제품을 제조하거나 공급하는 자는 인증을 받지 않아도 표준에 적합한 것임을 나타내는 표시를 할 수 있다.
4 과학기술정보통신부장관은 표준에 적합하지 않은 제품을 판매한 자에게 시정조치를 명할 수 없다."
금융보안법률,정보통신,"다음 중 정보통신망의 표준화 및 인증에 관한 법률 제8조에 따른 과학기술정보통신부장관의 권한으로 옳지 않은 것은?
1 정보통신망에 관한 표준을 정하여 고시할 수 있다.
2 표준에 적합한 제품을 제조하거나 공급하는 자에게 인증을 받을 것을 권고할 수 있다.
3 표준에 적합하지 않은 제품을 판매한 자에게 시정조치를 명할 수 있다.
4 표준에 적합한 제품임을 나타내는 표시를 하지 않은 자에게 벌금을 부과할 수 있다."
금융보안법률,정보통신,"과학기술정보통신부장관이 인증기관을 지정할 수 있는 경우는?
1 정보통신망과 관련된 제품을 제조하거나 공급하는 자의 제품이 표준에 적합한 경우
2 정보통신망과 관련된 제품을 제조하거나 공급하는 자의 제품이 표준에 적합하지 않은 경우
3 정보통신망과 관련된 제품을 제조하거나 공급하는 자의 제품이 인증을 받지 않은 경우
4 정보통신망과 관련된 제품을 제조하거나 공급하는 자의 제품이 인증을 받을 필요가 없는 경우"
금융보안법률,정보통신,"다음 중 정보통신망법 제12조에 따라 중앙행정기관의 장이 정보의 공동 활용을 위해 수립할 수 있는 계획에 포함되지 않는 것은?
1 보유ㆍ관리하는 정보 중 공동 활용 대상 정보의 선정
2 정보통신망 상호간 연계 시스템의 구축 및 운영
3 정보통신망의 연계에 따른 각 기관 간 비용부담의 조정
4 정보통신망 이용자의 개인정보 보호를 위한 조치"
금융보안법률,정보통신,"정보통신망법 제12조에 따라 중앙행정기관의 장이 정보의 공동 활용을 위해 지원할 수 있는 사업에 해당하지 않는 것은?
1 보유ㆍ관리하는 정보 중 공동 활용 대상 정보의 선정
2 정보통신망 상호간 연계 시스템의 구축 및 운영
3 정보통신망의 연계에 따른 각 기관 간 비용부담의 조정
4 정보통신망의 보안 강화를 위한 기술 개발"
금융보안법률,정보통신,"정보통신망법 제13조에 따르면 정보통신망의 이용촉진 등에 관한 사업에 포함되어야 할 사항이 아닌 것은?
1 정보통신망에 관련된 기술의 개발ㆍ보급
2 정보통신망의 표준화
3 정보통신망의 안전성 및 신뢰성 제고
4 정보통신망의 이용 제한"
금융보안법률,정보통신,"정보통신망법 제14조 '인터넷 이용의 확산'에 따라 과학기술정보통신부장관이 추진해야 할 시책에 포함되지 않는 것은?
1 정보통신망의 안전성 및 신뢰성 제고
2 정보통신망 응용서비스의 개발
3 인터넷 이용의 활성화
4 정보통신망의 불법 콘텐츠 차단"
금융보안법률,정보통신,"과학기술정보통신부장관이 인터넷 서비스 품질 향상을 위해 추진할 수 있는 시책에 대한 설명으로 옳지 않은 것은?
1 인터넷 서비스 품질의 측정ㆍ평가에 관한 기준을 정하여 고시할 수 있다.
2 정보통신서비스 제공자단체 및 이용자단체 등의 의견을 들을 수 있다.
3 인터넷 서비스 이용자의 권익을 보호하기 위한 시책을 마련해야 한다.
4 인터넷 서비스의 품질 향상을 위해 이용자의 인터넷 사용을 제한할 수 있다."
금융보안법률,정보통신,"다음 중 정보통신서비스 제공자가 이용자의 동의를 받아야 하는 접근권한에 대한 설명으로 가장 적절한 것은?
1 이용자의 동의 없이 접근권한을 설정할 수 있다.
2 접근권한 설정 시 이용자의 합리적 예상 가능성을 고려해야 한다.
3 접근권한 설정 시 개인정보처리방침을 무시할 수 있다.
4 접근권한 설정 시 기술적 관련성을 고려할 필요가 없다."
금융보안법률,정보통신,"다음 중 정보통신서비스 제공자가 접근권한에 대한 이용자의 동의를 받을 때 포함해야 하는 사항이 아닌 것은?
1 접근권한이 필요한 정보 및 기능의 항목
2 접근권한이 필요한 이유
3 접근권한 허용에 대하여 동의하지 아니할 수 있다는 사실
4 접근권한 설정 시 이용자의 개인정보를 무조건 수집한다는 사실"
금융보안법률,정보통신,"정보통신서비스 제공자가 주민등록번호를 수집·이용할 수 있는 경우로 올바른 것은?
1 본인확인기관으로 지정받은 경우
2 이용자의 동의를 받은 경우
3 서비스 제공을 위해 필요한 경우
4 법적 분쟁이 발생한 경우"
금융보안법률,정보통신,"본인확인업무의 정지 또는 지정취소에 관한 설명으로 옳은 것은?
1 본인확인기관이 지정받은 날부터 3개월 이내에 본인확인업무를 개시하지 아니한 경우 지정이 취소된다.
2 본인확인기관이 본인확인업무를 6개월 이상 계속하여 휴지한 경우 지정이 취소될 수 있다.
3 본인확인업무의 정지명령을 받은 자가 그 명령을 위반하여 업무를 정지하지 아니한 경우 경고를 받는다.
4 본인확인기관이 거짓이나 그 밖의 부정한 방법으로 지정을 받은 경우 3개월의 업무정지를 받는다."
금융보안법률,정보통신,"다음 중 정보통신망법 제32조의5에 따라 국내대리인을 지정한 경우 공개해야 하는 사항이 아닌 것은?
1 국내대리인의 성명
2 국내대리인의 주소
3 국내대리인의 전화번호
4 국내대리인의 주민등록번호"
금융보안법률,정보통신,"방송통신위원회가 청소년 보호를 위한 시책을 추진할 때 지원할 수 있는 활동이 아닌 것은?
1 방송통신심의위원회의 활동
2 정보통신서비스 제공자단체의 활동
3 이용자단체의 활동
4 청소년 보호를 위한 법적 소송"
금융보안법률,정보통신,"다음 중 청소년유해매체물을 제공하는 자가 반드시 표시해야 하는 내용으로 옳은 것은?
1 청소년유해매체물의 제작 연도
2 청소년유해매체물의 제작자 이름
3 19세 미만의 자는 이용할 수 없다는 내용
4 청소년유해매체물의 가격"
금융보안일반,개인정보보호,"""관리체계 수립 및 운영""의 영역에서 ""관리체계 기반 마련""에 포함되지 않는 항목은 무엇인가?
1 경영진의 참여
2 최고책임자의 지정
3 위험 평가
4 범위 설정"
금융보안일반,개인정보보호,"관리체계 수립 및 운영'의 '정책 수립' 단계에서 가장 중요한 요소는 무엇인가?
1 자원 할당
2 최고책임자의 지정
3 경영진의 참여
4 정보보호 및 개인정보보호 정책의 제·개정"
금융보안일반,개인정보보호,"위험 관리 계획 수립 시 고려해야 할 요소로 적절하지 않은 것은?
1 수행인력
2 기간
3 대상
4 위험 수용"
금융보안일반,개인정보보호,"관리체계 점검 및 개선'의 주요 활동으로 가장 적절한 것은?
1 정보자산 식별
2 보호대책 구현
3 운영현황 관리
4 법적 요구사항 준수 검토"
금융보안일반,개인정보보호,"보호대책 요구사항'에 따라 정보보호 최고책임자가 수행해야 할 업무로 옳지 않은 것은?
1 정보보호 계획의 수립·시행 및 개선
2 정보보호 실태와 관행의 정기적인 감사 및 개선
3 정보보호 위험의 식별 평가 및 정보보호 대책 마련
4 정보보호 최고책임자의 임명은 외부 기관에 의해 결정된다."
금융보안일반,개인정보보호,"외부자 현황 관리에서 외부자 보안 이행 관리의 주요 목적은 무엇인가?
1 외부자의 업무 효율성 증대
2 외부자의 보안 위반 시 조치 강화
3 외부자의 보안 요구사항 준수 여부 확인
4 외부자의 계약 조건 변경"
금융보안일반,개인정보보호,"물리 보안에서 보호구역 지정의 주요 목적은 무엇인가?
1 네트워크 접근 제어
2 정보시스템의 물리적 보호
3 사용자 인증 강화
4 데이터 암호화"
금융보안일반,개인정보보호,"다음 중 물리적 보호구역 지정 기준에 해당하지 않는 것은?
1 접견구역
2 제한구역
3 통제구역
4 일반구역"
